index, result, benchmark, correct
5113, 8, 8, correct
5114, 5, 5, correct
5115, 1, 1, correct
5116, 4, 4, correct
5117, 0, 0, correct
5118, 9, 9, correct
5119, 9, 9, correct
5120, 9, 9, correct
5121, 1, 4, miss
5122, 8, 8, correct
5123, 4, 4, correct
5124, 1, 1, correct
5125, 6, 6, correct
5126, 4, 4, correct
5127, 9, 9, correct
5128, 1, 1, correct
5129, 8, 8, correct
5130, 9, 9, correct
5131, 2, 2, correct
5132, 3, 3, correct
5133, 4, 4, correct
5134, 6, 6, correct
5135, 1, 1, correct
5136, 0, 0, correct
5137, 1, 1, correct
5138, 6, 6, correct
5139, 7, 7, correct
5140, 9, 9, correct
5141, 0, 0, correct
5142, 0, 0, correct
5143, 8, 3, miss
5144, 1, 1, correct
5145, 4, 4, correct
5146, 2, 2, correct
5147, 5, 5, correct
5148, 2, 2, correct
5149, 8, 8, correct
5150, 4, 4, correct
5151, 6, 6, correct
5152, 9, 9, correct
5153, 7, 7, correct
5154, 1, 1, correct
5155, 8, 9, miss
5156, 5, 3, miss
5157, 5, 5, correct
5158, 4, 4, correct
5159, 9, 9, correct
5160, 3, 3, correct
5161, 3, 3, correct
5162, 5, 5, correct
5163, 3, 3, correct
5164, 0, 0, correct
5165, 0, 0, correct
5166, 5, 5, correct
5167, 9, 9, correct
5168, 2, 2, correct
5169, 5, 5, correct
5170, 3, 3, correct
5171, 7, 7, correct
5172, 6, 6, correct
5173, 5, 5, correct
5174, 9, 9, correct
5175, 6, 6, correct
5176, 5, 5, correct
5177, 0, 0, correct
5178, 2, 9, miss
5179, 1, 1, correct
5180, 3, 3, correct
5181, 8, 8, correct
5182, 5, 5, correct
5183, 7, 7, correct
5184, 7, 7, correct
5185, 0, 0, correct
5186, 7, 7, correct
5187, 7, 7, correct
5188, 1, 1, correct
5189, 5, 5, correct
5190, 6, 6, correct
5191, 7, 7, correct
5192, 0, 0, correct
5193, 4, 4, correct
5194, 3, 3, correct
5195, 0, 0, correct
5196, 0, 0, correct
5197, 0, 0, correct
5198, 0, 0, correct
5199, 7, 7, correct
5200, 6, 6, correct
5201, 8, 8, correct
5202, 8, 8, correct
5203, 6, 6, correct
5204, 7, 7, correct
5205, 1, 1, correct
5206, 3, 3, correct
5207, 1, 1, correct
5208, 0, 0, correct
5209, 2, 2, correct
5210, 3, 3, correct
5211, 5, 5, correct
5212, 1, 1, correct
5213, 8, 8, correct
5214, 5, 8, miss
5215, 1, 4, miss
5216, 7, 7, correct
5217, 6, 6, correct
5218, 3, 3, correct
5219, 6, 6, correct
5220, 6, 6, correct
5221, 8, 8, correct
5222, 3, 3, correct
5223, 8, 8, correct
5224, 5, 5, correct
5225, 1, 1, correct
5226, 5, 5, correct
5227, 2, 2, correct
5228, 6, 6, correct
5229, 5, 5, correct
5230, 1, 1, correct
5231, 5, 5, correct
5232, 5, 8, miss
5233, 3, 3, correct
5234, 5, 5, correct
5235, 5, 5, correct
5236, 3, 3, correct
5237, 2, 2, correct
5238, 3, 3, correct
5239, 8, 8, correct
5240, 5, 5, correct
5241, 8, 8, correct
5242, 6, 6, correct
5243, 7, 7, correct
5244, 0, 0, correct
5245, 3, 3, correct
5246, 8, 8, correct
5247, 8, 8, correct
5248, 4, 4, correct
5249, 2, 2, correct
5250, 6, 6, correct
5251, 4, 4, correct
5252, 5, 5, correct
5253, 8, 8, correct
5254, 3, 3, correct
5255, 0, 0, correct
5256, 9, 9, correct
5257, 1, 1, correct
5258, 1, 1, correct
5259, 3, 3, correct
5260, 0, 0, correct
5261, 9, 9, correct
5262, 6, 6, correct
5263, 7, 7, correct
5264, 8, 8, correct
5265, 2, 2, correct
5266, 5, 5, correct
5267, 3, 7, miss
5268, 6, 6, correct
5269, 2, 2, correct
5270, 0, 0, correct
5271, 6, 2, miss
5272, 5, 5, correct
5273, 1, 1, correct
5274, 2, 2, correct
5275, 9, 9, correct
5276, 9, 9, correct
5277, 0, 0, correct
5278, 2, 2, correct
5279, 5, 5, correct
5280, 5, 5, correct
5281, 6, 6, correct
5282, 1, 1, correct
5283, 4, 4, correct
5284, 1, 1, correct
5285, 3, 3, correct
5286, 1, 1, correct
5287, 5, 5, correct
5288, 5, 5, correct
5289, 0, 0, correct
5290, 1, 1, correct
5291, 9, 9, correct
5292, 3, 3, correct
5293, 9, 9, correct
5294, 5, 5, correct
5295, 0, 0, correct
5296, 7, 7, correct
5297, 9, 9, correct
5298, 8, 8, correct
5299, 3, 3, correct
5300, 0, 0, correct
5301, 1, 1, correct
5302, 7, 3, miss
5303, 3, 3, correct
5304, 8, 8, correct
5305, 1, 1, correct
5306, 8, 3, miss
5307, 5, 5, correct
5308, 7, 7, correct
5309, 0, 0, correct
5310, 1, 9, miss
5311, 6, 6, correct
5312, 4, 4, correct
5313, 8, 8, correct
5314, 3, 3, correct
5315, 0, 0, correct
5316, 6, 6, correct
5317, 0, 0, correct
5318, 4, 4, correct
5319, 5, 5, correct
5320, 8, 8, correct
5321, 9, 2, miss
5322, 1, 1, correct
5323, 5, 5, correct
5324, 4, 4, correct
5325, 0, 0, correct
5326, 1, 1, correct
5327, 4, 4, correct
5328, 1, 1, correct
5329, 7, 7, correct
5330, 3, 3, correct
5331, 9, 9, correct
5332, 2, 2, correct
5333, 9, 9, correct
5334, 1, 1, correct
5335, 2, 2, correct
5336, 1, 1, correct
5337, 7, 7, correct
5338, 6, 6, correct
5339, 6, 6, correct
5340, 1, 1, correct
5341, 5, 5, correct
5342, 9, 9, correct
5343, 8, 8, correct
5344, 9, 9, correct
5345, 0, 0, correct
5346, 2, 2, correct
5347, 3, 3, correct
5348, 1, 1, correct
5349, 7, 7, correct
5350, 0, 0, correct
5351, 1, 1, correct
5352, 5, 5, correct
5353, 2, 2, correct
5354, 7, 7, correct
5355, 3, 3, correct
5356, 2, 2, correct
5357, 5, 5, correct
5358, 9, 9, correct
5359, 2, 2, correct
5360, 4, 4, correct
5361, 0, 0, correct
5362, 5, 5, correct
5363, 1, 1, correct
5364, 5, 5, correct
5365, 9, 9, correct
5366, 1, 1, correct
5367, 0, 0, correct
5368, 9, 9, correct
5369, 4, 4, correct
5370, 5, 5, correct
5371, 4, 4, correct
5372, 8, 8, correct
5373, 7, 7, correct
5374, 1, 1, correct
5375, 3, 8, miss
5376, 3, 3, correct
5377, 2, 2, correct
5378, 1, 4, miss
5379, 1, 1, correct
5380, 1, 1, correct
5381, 8, 8, correct
5382, 0, 0, correct
5383, 3, 5, miss
5384, 2, 2, correct
5385, 9, 8, miss
5386, 9, 9, correct
5387, 0, 0, correct
5388, 9, 9, correct
5389, 7, 7, correct
5390, 0, 0, correct
5391, 9, 9, correct
5392, 9, 9, correct
5393, 2, 2, correct
5394, 7, 7, correct
5395, 6, 6, correct
5396, 1, 1, correct
5397, 7, 7, correct
5398, 1, 1, correct
5399, 6, 6, correct
5400, 0, 0, correct
5401, 2, 2, correct
5402, 9, 9, correct
5403, 9, 9, correct
5404, 9, 9, correct
5405, 7, 7, correct
5406, 8, 8, correct
5407, 0, 0, correct
5408, 4, 4, correct
5409, 0, 0, correct
5410, 9, 9, correct
5411, 3, 3, correct
5412, 8, 6, miss
5413, 9, 9, correct
5414, 1, 4, miss
5415, 2, 2, correct
5416, 0, 0, correct
5417, 3, 5, miss
5418, 3, 2, miss
5419, 0, 0, correct
5420, 3, 5, miss
5421, 9, 9, correct
5422, 4, 4, correct
5423, 8, 8, correct
5424, 5, 5, correct
5425, 5, 5, correct
5426, 6, 6, correct
5427, 9, 9, correct
5428, 6, 6, correct
5429, 8, 8, correct
5430, 4, 4, correct
5431, 7, 7, correct
5432, 6, 6, correct
5433, 7, 7, correct
5434, 4, 4, correct
5435, 9, 9, correct
5436, 4, 4, correct
5437, 2, 2, correct
5438, 1, 1, correct
5439, 0, 0, correct
5440, 8, 8, correct
5441, 1, 1, correct
5442, 3, 3, correct
5443, 6, 6, correct
5444, 0, 0, correct
5445, 1, 1, correct
5446, 9, 9, correct
5447, 3, 3, correct
5448, 6, 6, correct
5449, 9, 9, correct
5450, 5, 5, correct
5451, 0, 0, correct
5452, 7, 7, correct
5453, 1, 1, correct
5454, 3, 3, correct
5455, 6, 6, correct
5456, 7, 7, correct
5457, 3, 8, miss
5458, 3, 3, correct
5459, 4, 4, correct
5460, 8, 8, correct
5461, 4, 4, correct
5462, 7, 7, correct
5463, 9, 9, correct
5464, 1, 1, correct
5465, 2, 2, correct
5466, 9, 9, correct
5467, 5, 5, correct
5468, 7, 7, correct
5469, 4, 4, correct
5470, 3, 8, miss
5471, 9, 9, correct
5472, 3, 3, correct
5473, 9, 9, correct
5474, 5, 5, correct
5475, 0, 2, miss
5476, 7, 7, correct
5477, 9, 9, correct
5478, 2, 2, correct
5479, 2, 2, correct
5480, 1, 1, correct
5481, 8, 8, correct
5482, 3, 3, correct
5483, 2, 2, correct
5484, 7, 7, correct
5485, 8, 8, correct
5486, 7, 7, correct
5487, 1, 1, correct
5488, 2, 2, correct
5489, 8, 8, correct
5490, 7, 7, correct
5491, 4, 4, correct
5492, 7, 8, miss
5493, 0, 0, correct
5494, 9, 9, correct
5495, 4, 4, correct
5496, 0, 0, correct
5497, 0, 0, correct
5498, 3, 3, correct
5499, 3, 3, correct
5500, 4, 4, correct
5501, 2, 2, correct
5502, 0, 0, correct
5503, 7, 7, correct
5504, 6, 6, correct
5505, 3, 3, correct
5506, 2, 2, correct
5507, 7, 7, correct
5508, 4, 4, correct
5509, 1, 1, correct
5510, 2, 2, correct
5511, 7, 7, correct
5512, 4, 9, miss
5513, 4, 9, miss
5514, 2, 2, correct
5515, 1, 1, correct
5516, 7, 7, correct
5517, 5, 5, correct
5518, 8, 8, correct
5519, 0, 0, correct
5520, 5, 5, correct
5521, 7, 7, correct
5522, 9, 9, correct
5523, 7, 7, correct
5524, 1, 1, correct
5525, 3, 5, miss
5526, 5, 5, correct
5527, 4, 4, correct
5528, 2, 2, correct
5529, 4, 4, correct
5530, 7, 7, correct
5531, 9, 9, correct
5532, 7, 9, miss
5533, 6, 6, correct
5534, 4, 4, correct
5535, 5, 5, correct
5536, 4, 4, correct
5537, 9, 9, correct
5538, 1, 1, correct
5539, 9, 9, correct
5540, 6, 6, correct
5541, 5, 5, correct
5542, 6, 6, correct
5543, 2, 2, correct
5544, 8, 8, correct
5545, 6, 6, correct
5546, 8, 8, correct
5547, 3, 3, correct
5548, 8, 8, correct
5549, 9, 9, correct
5550, 6, 6, correct
5551, 8, 8, correct
5552, 8, 8, correct
5553, 6, 6, correct
5554, 9, 4, miss
5555, 0, 0, correct
5556, 2, 2, correct
5557, 0, 7, miss
5558, 1, 1, correct
5559, 3, 3, correct
5560, 8, 8, correct
5561, 4, 9, miss
5562, 8, 8, correct
5563, 7, 7, correct
5564, 7, 7, correct
5565, 7, 7, correct
5566, 8, 8, correct
5567, 0, 0, correct
5568, 7, 7, correct
5569, 9, 9, correct
5570, 5, 5, correct
5571, 4, 3, miss
5572, 3, 3, correct
5573, 7, 7, correct
5574, 4, 4, correct
5575, 6, 6, correct
5576, 4, 4, correct
5577, 7, 7, correct
5578, 2, 2, correct
5579, 9, 9, correct
5580, 6, 6, correct
5581, 4, 4, correct
5582, 0, 0, correct
5583, 4, 4, correct
5584, 6, 6, correct
5585, 8, 8, correct
5586, 8, 8, correct
5587, 4, 4, correct
5588, 9, 9, correct
5589, 4, 4, correct
5590, 4, 4, correct
5591, 3, 3, correct
5592, 6, 6, correct
5593, 9, 9, correct
5594, 0, 0, correct
5595, 4, 4, correct
5596, 1, 1, correct
5597, 8, 8, correct
5598, 5, 5, correct
5599, 7, 7, correct
5600, 8, 8, correct
5601, 5, 5, correct
5602, 2, 2, correct
5603, 8, 8, correct
5604, 8, 8, correct
5605, 7, 7, correct
5606, 0, 0, correct
5607, 5, 5, correct
5608, 0, 0, correct
5609, 7, 7, correct
5610, 2, 2, correct
5611, 3, 5, miss
5612, 4, 4, correct
5613, 7, 7, correct
5614, 8, 8, correct
5615, 1, 1, correct
5616, 5, 5, correct
5617, 5, 5, correct
5618, 9, 9, correct
5619, 3, 5, miss
5620, 2, 8, miss
5621, 5, 5, correct
5622, 0, 0, correct
5623, 5, 5, correct
5624, 6, 6, correct
5625, 4, 4, correct
5626, 7, 7, correct
5627, 4, 4, correct
5628, 1, 1, correct
5629, 1, 1, correct
5630, 9, 9, correct
5631, 1, 1, correct
5632, 9, 9, correct
5633, 9, 9, correct
5634, 4, 4, correct
5635, 8, 8, correct
5636, 4, 4, correct
5637, 3, 3, correct
5638, 7, 7, correct
5639, 6, 6, correct
5640, 2, 2, correct
5641, 0, 0, correct
5642, 1, 1, correct
5643, 8, 8, correct
5644, 9, 9, correct
5645, 6, 6, correct
5646, 1, 7, miss
5647, 4, 9, miss
5648, 5, 5, correct
5649, 7, 7, correct
5650, 5, 5, correct
5651, 3, 3, correct
5652, 1, 1, correct
5653, 6, 6, correct
5654, 0, 0, correct
5655, 3, 3, correct
5656, 2, 2, correct
5657, 4, 4, correct
5658, 5, 5, correct
5659, 1, 1, correct
5660, 8, 8, correct
5661, 1, 1, correct
5662, 1, 8, miss
5663, 8, 8, correct
5664, 5, 5, correct
5665, 8, 8, correct
5666, 5, 5, correct
5667, 8, 8, correct
5668, 5, 5, correct
5669, 2, 2, correct
5670, 7, 7, correct
5671, 0, 0, correct
5672, 1, 1, correct
5673, 5, 5, correct
5674, 1, 1, correct
5675, 9, 9, correct
5676, 0, 0, correct
5677, 9, 9, correct
5678, 5, 3, miss
5679, 2, 2, correct
5680, 0, 0, correct
5681, 7, 7, correct
5682, 3, 3, correct
5683, 1, 1, correct
5684, 3, 3, correct
5685, 4, 4, correct
5686, 7, 7, correct
5687, 8, 8, correct
5688, 0, 0, correct
5689, 1, 1, correct
5690, 2, 2, correct
5691, 9, 9, correct
5692, 3, 3, correct
5693, 1, 2, miss
5694, 6, 6, correct
5695, 2, 2, correct
5696, 0, 0, correct
5697, 5, 5, correct
5698, 0, 0, correct
5699, 1, 1, correct
5700, 0, 6, miss
5701, 1, 1, correct
5702, 9, 9, correct
5703, 7, 7, correct
5704, 7, 7, correct
5705, 8, 8, correct
5706, 6, 6, correct
5707, 3, 8, miss
5708, 4, 4, correct
5709, 0, 0, correct
5710, 7, 7, correct
5711, 1, 1, correct
5712, 0, 0, correct
5713, 1, 1, correct
5714, 3, 3, correct
5715, 4, 4, correct
5716, 9, 9, correct
5717, 0, 0, correct
5718, 9, 9, correct
5719, 4, 4, correct
5720, 5, 5, correct
5721, 1, 1, correct
5722, 6, 6, correct
5723, 9, 9, correct
5724, 4, 4, correct
5725, 6, 6, correct
5726, 6, 6, correct
5727, 6, 6, correct
5728, 1, 1, correct
5729, 1, 1, correct
5730, 3, 3, correct
5731, 5, 5, correct
5732, 8, 8, correct
5733, 2, 2, correct
5734, 4, 4, correct
5735, 8, 1, miss
5736, 8, 8, correct
5737, 9, 9, correct
5738, 8, 8, correct
5739, 1, 1, correct
5740, 1, 1, correct
5741, 1, 1, correct
5742, 8, 8, correct
5743, 5, 3, miss
5744, 5, 5, correct
5745, 6, 6, correct
5746, 5, 5, correct
5747, 6, 2, miss
5748, 2, 2, correct
5749, 8, 8, correct
5750, 7, 7, correct
5751, 9, 9, correct
5752, 8, 8, correct
5753, 1, 1, correct
5754, 9, 9, correct
5755, 9, 9, correct
5756, 0, 0, correct
5757, 6, 6, correct
5758, 6, 6, correct
5759, 2, 2, correct
5760, 3, 3, correct
5761, 8, 8, correct
5762, 3, 3, correct
5763, 0, 0, correct
5764, 0, 0, correct
5765, 5, 5, correct
5766, 0, 0, correct
5767, 9, 9, correct
5768, 2, 2, correct
5769, 1, 1, correct
5770, 3, 3, correct
5771, 3, 3, correct
5772, 3, 3, correct
5773, 8, 8, correct
5774, 8, 8, correct
5775, 9, 9, correct
5776, 9, 9, correct
5777, 1, 7, miss
5778, 5, 5, correct
5779, 6, 6, correct
5780, 7, 7, correct
5781, 1, 1, correct
5782, 7, 7, correct
5783, 2, 2, correct
5784, 9, 7, miss
5785, 1, 1, correct
5786, 6, 6, correct
5787, 3, 3, correct
5788, 5, 5, correct
5789, 0, 0, correct
5790, 7, 7, correct
5791, 7, 7, correct
5792, 6, 6, correct
5793, 5, 5, correct
5794, 1, 1, correct
5795, 8, 8, correct
5796, 1, 1, correct
5797, 3, 3, correct
5798, 4, 4, correct
5799, 5, 5, correct
5800, 8, 8, correct
5801, 2, 2, correct
5802, 4, 4, correct
5803, 2, 2, correct
5804, 8, 8, correct
5805, 0, 0, correct
5806, 4, 4, correct
5807, 5, 5, correct
5808, 1, 1, correct
5809, 9, 9, correct
5810, 7, 7, correct
5811, 4, 4, correct
5812, 2, 2, correct
5813, 8, 8, correct
5814, 8, 8, correct
5815, 5, 5, correct
5816, 8, 8, correct
5817, 6, 6, correct
5818, 8, 8, correct
5819, 7, 7, correct
5820, 4, 4, correct
5821, 9, 9, correct
5822, 7, 7, correct
5823, 4, 4, correct
5824, 4, 4, correct
5825, 2, 2, correct
5826, 6, 6, correct
5827, 9, 9, correct
5828, 1, 1, correct
5829, 7, 9, miss
5830, 9, 8, miss
5831, 0, 0, correct
5832, 6, 6, correct
5833, 0, 8, miss
5834, 3, 3, correct
5835, 3, 3, correct
5836, 6, 6, correct
5837, 4, 4, correct
5838, 6, 6, correct
5839, 6, 6, correct
5840, 8, 8, correct
5841, 1, 1, correct
5842, 9, 9, correct
5843, 4, 4, correct
5844, 3, 3, correct
5845, 7, 7, correct
5846, 2, 2, correct
5847, 8, 8, correct
5848, 5, 5, correct
5849, 1, 1, correct
5850, 2, 7, miss
5851, 6, 6, correct
5852, 8, 8, correct
5853, 0, 0, correct
5854, 0, 0, correct
5855, 1, 1, correct
5856, 7, 7, correct
5857, 5, 5, correct
5858, 4, 4, correct
5859, 9, 9, correct
5860, 6, 6, correct
5861, 0, 0, correct
5862, 7, 7, correct
5863, 3, 3, correct
5864, 9, 9, correct
5865, 9, 9, correct
5866, 2, 2, correct
5867, 7, 7, correct
5868, 4, 4, correct
5869, 2, 2, correct
5870, 0, 0, correct
5871, 5, 5, correct
5872, 2, 2, correct
5873, 6, 6, correct
5874, 4, 4, correct
5875, 1, 1, correct
5876, 7, 7, correct
5877, 3, 3, correct
5878, 0, 0, correct
5879, 4, 4, correct
5880, 8, 8, correct
5881, 1, 1, correct
5882, 6, 6, correct
5883, 1, 1, correct
5884, 4, 4, correct
5885, 7, 7, correct
5886, 2, 2, correct
5887, 1, 1, correct
5888, 0, 0, correct
5889, 3, 3, correct
5890, 3, 3, correct
5891, 9, 9, correct
5892, 9, 0, miss
5893, 9, 9, correct
5894, 6, 6, correct
5895, 6, 6, correct
5896, 0, 0, correct
5897, 2, 2, correct
5898, 7, 7, correct
5899, 3, 3, correct
5900, 0, 0, correct
5901, 8, 5, miss
5902, 8, 8, correct
5903, 8, 8, correct
5904, 5, 5, correct
5905, 3, 3, correct
5906, 5, 5, correct
5907, 0, 0, correct
5908, 8, 8, correct
5909, 0, 0, correct
5910, 7, 7, correct
5911, 3, 3, correct
5912, 3, 3, correct
5913, 2, 2, correct
5914, 5, 5, correct
5915, 1, 1, correct
5916, 3, 3, correct
5917, 6, 6, correct
5918, 5, 5, correct
5919, 4, 4, correct
5920, 7, 7, correct
5921, 2, 2, correct
5922, 2, 2, correct
5923, 9, 9, correct
5924, 0, 0, correct
5925, 8, 8, correct
5926, 2, 8, miss
5927, 0, 0, correct
5928, 5, 5, correct
5929, 0, 0, correct
5930, 8, 8, correct
5931, 0, 0, correct
5932, 4, 4, correct
5933, 1, 1, correct
5934, 6, 6, correct
5935, 7, 7, correct
5936, 7, 7, correct
5937, 8, 8, correct
5938, 5, 5, correct
5939, 0, 0, correct
5940, 2, 2, correct
5941, 6, 6, correct
5942, 4, 4, correct
5943, 6, 6, correct
5944, 8, 8, correct
5945, 9, 8, miss
5946, 6, 6, correct
5947, 6, 6, correct
5948, 4, 4, correct
5949, 9, 9, correct
5950, 4, 4, correct
5951, 3, 3, correct
5952, 7, 7, correct
5953, 6, 6, correct
5954, 3, 3, correct
5955, 1, 1, correct
5956, 7, 7, correct
5957, 6, 6, correct
5958, 1, 1, correct
5959, 4, 4, correct
5960, 9, 9, correct
5961, 0, 0, correct
5962, 6, 6, correct
5963, 6, 6, correct
5964, 5, 5, correct
5965, 2, 2, correct
5966, 0, 0, correct
5967, 3, 3, correct
5968, 4, 4, correct
5969, 3, 3, correct
5970, 1, 8, miss
5971, 8, 8, correct
5972, 1, 1, correct
5973, 3, 3, correct
5974, 3, 3, correct
5975, 0, 0, correct
5976, 6, 6, correct
5977, 6, 6, correct
5978, 8, 8, correct
5979, 6, 6, correct
5980, 2, 2, correct
5981, 3, 3, correct
5982, 3, 3, correct
5983, 4, 4, correct
5984, 2, 2, correct
5985, 0, 0, correct
5986, 6, 6, correct
5987, 0, 0, correct
5988, 2, 2, correct
5989, 1, 1, correct
5990, 4, 9, miss
5991, 6, 6, correct
5992, 6, 6, correct
5993, 1, 1, correct
5994, 7, 7, correct
5995, 7, 7, correct
5996, 0, 0, correct
5997, 2, 2, correct
5998, 9, 9, correct
5999, 4, 4, correct
6000, 1, 6, miss
6001, 5, 5, correct
6002, 0, 0, correct
6003, 7, 7, correct
6004, 5, 5, correct
6005, 8, 8, correct
6006, 5, 5, correct
6007, 6, 6, correct
6008, 1, 1, correct
6009, 7, 7, correct
6010, 0, 0, correct
6011, 6, 6, correct
6012, 6, 6, correct
6013, 5, 5, correct
6014, 9, 9, correct
6015, 3, 3, correct
6016, 6, 6, correct
6017, 4, 4, correct
6018, 1, 2, miss
6019, 1, 1, correct
6020, 1, 1, correct
6021, 7, 7, correct
6022, 1, 1, correct
6023, 5, 5, correct
6024, 9, 9, correct
6025, 3, 3, correct
6026, 3, 3, correct
6027, 7, 7, correct
6028, 6, 6, correct
6029, 1, 1, correct
6030, 5, 5, correct
6031, 2, 2, correct
6032, 1, 1, correct
6033, 2, 2, correct
6034, 5, 5, correct
6035, 7, 7, correct
6036, 0, 0, correct
6037, 5, 5, correct
6038, 2, 2, correct
6039, 6, 6, correct
6040, 6, 0, miss
6041, 1, 9, miss
6042, 1, 1, correct
6043, 0, 0, correct
6044, 5, 5, correct
6045, 5, 5, correct
6046, 2, 2, correct
6047, 4, 4, correct
6048, 6, 6, correct
6049, 3, 3, correct
6050, 0, 0, correct
6051, 9, 9, correct
6052, 4, 4, correct
6053, 9, 9, correct
6054, 9, 4, miss
6055, 7, 7, correct
6056, 0, 0, correct
6057, 0, 0, correct
6058, 4, 4, correct
6059, 0, 0, correct
6060, 9, 9, correct
6061, 1, 2, miss
6062, 7, 7, correct
6063, 1, 1, correct
6064, 1, 1, correct
6065, 2, 2, correct
6066, 1, 1, correct
6067, 1, 1, correct
6068, 6, 6, correct
6069, 3, 3, correct
6070, 3, 3, correct
6071, 5, 5, correct
6072, 8, 3, miss
6073, 1, 1, correct
6074, 8, 8, correct
6075, 2, 2, correct
6076, 0, 0, correct
6077, 3, 3, correct
6078, 8, 8, correct
6079, 4, 4, correct
6080, 1, 1, correct
6081, 6, 6, correct
6082, 8, 8, correct
6083, 5, 5, correct
6084, 8, 8, correct
6085, 9, 4, miss
6086, 3, 3, correct
6087, 5, 5, correct
6088, 8, 8, correct
6089, 6, 6, correct
6090, 7, 7, correct
6091, 1, 1, correct
6092, 6, 6, correct
6093, 1, 1, correct
6094, 9, 9, correct
6095, 8, 8, correct
6096, 4, 4, correct
6097, 3, 3, correct
6098, 9, 9, correct
6099, 3, 3, correct
6100, 1, 1, correct
6101, 7, 7, correct
6102, 8, 8, correct
6103, 8, 8, correct
6104, 3, 3, correct
6105, 1, 1, correct
6106, 7, 7, correct
6107, 8, 8, correct
6108, 6, 6, correct
6109, 5, 5, correct
6110, 4, 4, correct
6111, 6, 6, correct
6112, 0, 0, correct
6113, 9, 0, miss
6114, 9, 7, miss
6115, 0, 0, correct
6116, 0, 0, correct
6117, 6, 6, correct
6118, 2, 2, correct
6119, 6, 6, correct
6120, 7, 7, correct
6121, 5, 5, correct
6122, 1, 1, correct
6123, 0, 0, correct
6124, 0, 0, correct
6125, 0, 0, correct
6126, 9, 9, correct
6127, 3, 3, correct
6128, 8, 8, correct
6129, 0, 0, correct
6130, 1, 9, miss
6131, 5, 5, correct
6132, 9, 9, correct
6133, 4, 4, correct
6134, 2, 2, correct
6135, 3, 5, miss
6136, 2, 2, correct
6137, 7, 7, correct
6138, 2, 2, correct
6139, 0, 0, correct
6140, 2, 2, correct
6141, 6, 6, correct
6142, 2, 2, correct
6143, 2, 2, correct
6144, 8, 8, correct
6145, 8, 8, correct
6146, 8, 8, correct
6147, 5, 5, correct
6148, 7, 7, correct
6149, 2, 2, correct
6150, 2, 2, correct
6151, 6, 6, correct
6152, 2, 7, miss
6153, 0, 0, correct
6154, 2, 2, correct
6155, 0, 2, miss
6156, 1, 1, correct
6157, 4, 4, correct
6158, 3, 3, correct
6159, 4, 4, correct
6160, 1, 1, correct
6161, 9, 9, correct
6162, 7, 7, correct
6163, 0, 0, correct
6164, 5, 5, correct
6165, 6, 6, correct
6166, 5, 5, correct
6167, 1, 1, correct
6168, 8, 8, correct
6169, 4, 4, correct
6170, 3, 3, correct
6171, 3, 2, miss
6172, 9, 9, correct
6173, 0, 0, correct
6174, 6, 6, correct
6175, 6, 6, correct
6176, 9, 9, correct
6177, 2, 2, correct
6178, 1, 1, correct
6179, 0, 0, correct
6180, 4, 4, correct
6181, 8, 8, correct
6182, 4, 4, correct
6183, 5, 5, correct
6184, 7, 7, correct
6185, 9, 9, correct
6186, 2, 2, correct
6187, 2, 2, correct
6188, 2, 2, correct
6189, 1, 1, correct
6190, 1, 1, correct
6191, 4, 4, correct
6192, 4, 4, correct
6193, 7, 7, correct
6194, 8, 8, correct
6195, 6, 6, correct
6196, 8, 8, correct
6197, 6, 6, correct
6198, 5, 5, correct
6199, 5, 5, correct
6200, 8, 8, correct
6201, 1, 1, correct
6202, 8, 8, correct
6203, 2, 2, correct
6204, 9, 9, correct
6205, 1, 1, correct
6206, 9, 9, correct
6207, 7, 7, correct
6208, 2, 2, correct
6209, 4, 4, correct
6210, 4, 4, correct
6211, 4, 4, correct
6212, 9, 9, correct
6213, 9, 9, correct
6214, 3, 3, correct
6215, 0, 2, miss
6216, 5, 5, correct
6217, 9, 5, miss
6218, 5, 5, correct
6219, 5, 5, correct
6220, 2, 2, correct
6221, 7, 7, correct
